"genera","closed_canopy","open_canopy","main_habitat","cutoff_40","cutoff_60","area_open","area_closed"
"Primula geraniifolia Hook.fil.",0.88,0.12,"closed","closed","closed",0,1
"Primula poissonii Franch.",0.88,0.12,"closed","closed","closed",0,1
"Lysimachia omeiensis Hemsl.",1,0,"closed","closed","closed",0,1
"Lysimachia erosipetala F.H.Chen & C.M.Hu",1,0,"closed","closed","closed",0,1
"Rhododendron fulvum Balf.fil. & W.W.Sm.",0.96,0.04,"closed","closed","closed",0,1
"Draba ladyginii Pohle",0.37,0.63,"open","open","open",1,1
"Draba ellipsoidea Hook.f. & Thomson",0.18,0.82,"open","open","open",1,0
"Draba eriopoda Turcz.",0.32,0.68,"open","open","open",1,1
"Primula yunnanensis Franch.",0.82,0.18,"closed","closed","closed",0,1
"Primula membranifolia Franch.",1,0,"closed","closed","closed",0,1
"Lysimachia hemsleyi Franch.",1,0,"closed","closed","closed",0,1
"Cardamine griffithii Hook.f. & Thomson",0.98,0.03,"closed","closed","closed",0,1
"Primula amethystina Franch.",0.94,0.06,"closed","closed","closed",0,1
"Ficus semivestita Corner",1,0,"closed","closed","closed",0,1
"Carex brainerdii Mack.",0.94,0.06,"closed","closed","closed",0,1
"Primula polyneura Franch.",0.71,0.29,"closed","closed","closed",1,1
"Androsace erecta Maxim.",0.49,0.51,"open","open","closed",1,1
"Primula pinnatifida Franch.",0.95,0.05,"closed","closed","closed",0,1
"Salvia prattii Hemsl.",0.5,0.5,"closed","open","closed",1,1
"Cyrtosperma macrotum Becc. ex Engl.",1,0,"closed","closed","closed",0,1
"Androsace mariae Kanitz",0.29,0.71,"open","open","open",1,1
"Gaultheria griffithiana Wight",1,0,"closed","closed","closed",0,1
"Primula muscarioides Hemsl.",0.88,0.12,"closed","closed","closed",0,1
"Lysimachia candida Lindl.",1,0,"closed","closed","closed",0,1
"Carex moorcroftii Falc. ex Boott",0.06,0.94,"open","open","open",1,0
"Zea perennis (Hitchc.) Reeves & Mangelsd.",1,0,"closed","closed","closed",0,1
"Salvia flava Forrest ex Diels",0.89,0.11,"closed","closed","closed",0,1
"Tabernaemontana bufalina Lour.",1,0,"closed","closed","closed",0,1
"Gaultheria sinensis J.Anthony",0.94,0.06,"closed","closed","closed",0,1
"Primula ovalifolia Franch.",1,0,"closed","closed","closed",0,1
"Draba ogilviensis Hultén",0,1,"open","open","open",1,0
"Primula pycnoloba Bureau & Franch.",1,0,"closed","closed","closed",0,1
"Urceola rosea (Hook. & Arn.) D.J.Middleton",1,0,"closed","closed","closed",0,1
"Macairea lasiophylla (Benth.) Wurdack",0.82,0.18,"closed","closed","closed",0,1
"Eugenia armeniaca Sagot",0.75,0.25,"closed","closed","closed",0,1
"Salvia dorrii (Kellogg) Abrams",0.11,0.89,"open","open","open",1,0
"Lecythis holcogyne (Sandwith) S.A.Mori",0.75,0.25,"closed","closed","closed",0,1
"Arabis patens Sull.",1,0,"closed","closed","closed",0,1
"Quercus germana Schltdl. & Cham.",1,0,"closed","closed","closed",0,1
"Tauschia arguta (Torr. & Gray) J.F.Macbr.",0,1,"open","open","open",1,0
"Muhlenbergia arenicola Buckley",0.08,0.92,"open","open","open",1,0
"Aristida adoensis Hochst. ex A.Rich.",0.3,0.7,"open","open","open",1,1
"Carex oligosperma Michx.",0.98,0.02,"closed","closed","closed",0,1
"Vellozia aloifolia Mart.",0.12,0.88,"open","open","open",1,0
"Poa wheeleri Vasey",0.79,0.21,"closed","closed","closed",0,1
"Elymus gmelinii (Trin.) Tzvelev",0.49,0.51,"open","open","closed",1,1
"Cambessedesia purpurata DC.",0.43,0.57,"open","open","closed",1,1
"Jupunba trapezifolia (Vahl) Moldenke",0.89,0.11,"closed","closed","closed",0,1
"Empetrum atropurpureum Fernald & Wiegand",1,0,"closed","closed","closed",0,1
"Empetrum eamesii Fernald & Wiegand",0.95,0.05,"closed","closed","closed",0,1
"Carex decomposita Muhl.",0.95,0.05,"closed","closed","closed",0,1
"Croton mongue Baill.",0.96,0.04,"closed","closed","closed",0,1
"Croton oreades Leandri",1,0,"closed","closed","closed",0,1
"Blepharoneuron shepherdii (Vasey) P.M.Peterson & Annable",1,0,"closed","closed","closed",0,1
"Panicum hallii Vasey",0.22,0.78,"open","open","open",1,0
"Bromus kalmii A.Gray",0.81,0.19,"closed","closed","closed",0,1
"Siphanthera foliosa (Naudin) Wurdack",0.26,0.74,"open","open","open",1,1
"Carex recta Boott",0.84,0.16,"closed","closed","closed",0,1
"Mimosa nuttallii (DC.) B.L.Turner",0.29,0.71,"open","open","open",1,1
"Mimosa rupertiana B.L.Turner",0,1,"open","open","open",1,0
"Muhlenbergia glauca (Nees) Mez",0.81,0.19,"closed","closed","closed",0,1
"Amphilophium magnoliifolium (Kunth) L.G.Lohmann",0.94,0.06,"closed","closed","closed",0,1
"Draba stenopetala Trautv.",0.26,0.74,"open","open","open",1,1
"Blakea lanuginosa Wurdack",0.67,0.33,"closed","closed","closed",1,1
"Marlimorimia psilostachya (Borges, Inglis, Simon, Ribeiro & de Queiroz, 2022) L.P.Queiroz & Marc.F.Simon, 2022",0.96,0.04,"closed","closed","closed",0,1
"Loxopterygium sagotii Hook.fil.",0.93,0.07,"closed","closed","closed",0,1
"Lysiloma candidum Brandegee",0.03,0.97,"open","open","open",1,0
"Ruellia inflata Rich.",0.96,0.04,"closed","closed","closed",0,1
"Carex micropoda C.A.Mey.",0.56,0.44,"closed","open","closed",1,1
"Agrostis meyenii Trin.",0.46,0.54,"open","open","closed",1,1
"Columnea rileyi (Wiehler) J.F.Sm.",1,0,"closed","closed","closed",0,1
"Triraphis ramosissima Hack.",0,1,"open","open","open",1,0
"Gasteranthus mutabilis L.E.Skog & L.P.Kvist",0.67,0.33,"closed","closed","closed",1,1
"Graffenrieda sessilifolia Triana",0.93,0.07,"closed","closed","closed",0,1
"Guadua velutina Londoño & L.G.Clark",1,0,"closed","closed","closed",0,1
"Paepalanthus fraternus N.E.Br.",1,0,"closed","closed","closed",0,1
"Calotropis gigantea (L.) W.T.Aiton",0.86,0.14,"closed","closed","closed",0,1
"Muhlenbergia appressa Goodd.",0.35,0.65,"open","open","open",1,1
"Poa scaberula Hook.f.",0.33,0.67,"open","open","open",1,1
"Peyritschia deyeuxioides (Kunth) Finot",0.92,0.08,"closed","closed","closed",0,1
"Miconia undata Triana",1,0,"closed","closed","closed",0,1
"Rhynchanthera serrulata (Rich.) DC.",0.41,0.59,"open","open","closed",1,1
"Clidemia biserrata DC.",0.6,0.4,"closed","closed","closed",1,1
"Plagiantha tenella Renvoize",0.09,0.91,"open","open","open",1,0
"Juglans microcarpa Berl.",0.18,0.82,"open","open","open",1,0
"Couratari stellata A.C.Sm.",1,0,"closed","closed","closed",0,1
"Eugenia pitanga (O.Berg) Nied.",0.36,0.64,"open","open","open",1,1
"Clidemia tepuiensis Wurdack",0.9,0.1,"closed","closed","closed",0,1
"Rhus chinensis Mill.",1,0,"closed","closed","closed",0,1
"Mimosa myriadenia var. punctulata (Spruce ex Benth.) Barneby",1,0,"closed","closed","closed",0,1
"Trachelospermum jasminoides (Lindl.) Lem.",1,0,"closed","closed","closed",0,1
"Festuca brevissima Jurtzev",0.1,0.9,"open","open","open",1,0
"Centropogon baezanus Jeppesen",1,0,"closed","closed","closed",0,1
"Arundo donax L.",0.85,0.15,"closed","closed","closed",0,1
"Besleria pendula Hanst.",0.78,0.22,"closed","closed","closed",0,1
"Muhlenbergia spiciformis Trin.",0.77,0.23,"closed","closed","closed",0,1
"Betula michauxii Spach",0.99,0.01,"closed","closed","closed",0,1
"Bromus pumpellianus Scribn.",0.52,0.48,"closed","open","closed",1,1
"Hilaria jamesii (Torr.) Benth.",0.17,0.83,"open","open","open",1,0
"Draba groenlandica E.Ekman",0,1,"open","open","open",1,0
"Draba oblongata R.Br. ex DC.",0.01,0.99,"open","open","open",1,0
"Pachycaulos nummularia (Hanst.) J.L.Clark & J.F.Sm.",1,0,"closed","closed","closed",0,1
"Carex praegracilis W.Boott",0.36,0.64,"open","open","open",1,1
"Anthoxanthum aristatum Boiss.",0.21,0.79,"open","open","open",1,0
"Miconia nordestina R.Goldenb. & E.C.O.Chagas",0.65,0.35,"closed","closed","closed",1,1
"Begonia multangula Blume",1,0,"closed","closed","closed",0,1
"Gesneria ekmanii Urb.",1,0,"closed","closed","closed",0,1
"Besleria gracilenta C.V.Morton",1,0,"closed","closed","closed",0,1
"Muhlenbergia setifolia Vasey",0.51,0.49,"closed","open","closed",1,1
"Eragrostis soratensis Jedwabn.",0.27,0.73,"open","open","open",1,1
"Calliandra bella (Mart. ex Spreng.) Benth.",0.78,0.22,"closed","closed","closed",0,1
"Henriettea multiflora Naudin",0.89,0.11,"closed","closed","closed",0,1
"Heliconia spissa Griggs",1,0,"closed","closed","closed",0,1
"Oenothera sinuosa W.L.Wagner & Hoch",0.05,0.95,"open","open","open",1,0
"Alloplectus aquatilis C.V.Morton",1,0,"closed","closed","closed",0,1
"Eragrostis ferruginea (Thunb.) P.Beauv.",0.98,0.02,"closed","closed","closed",0,1
"Lomatium graveolens (S.Watson) Dorn & R.L.Hartm.",0.57,0.43,"closed","open","closed",1,1
"Mandevilla subspicata (Vahl) Markgr.",0.92,0.08,"closed","closed","closed",0,1
"Poa leptocoma Trin.",0.85,0.15,"closed","closed","closed",0,1
"Ficus pygmaea Welw. ex Hiern",0.05,0.95,"open","open","open",1,0
"Votomita guianensis Aubl.",0.89,0.11,"closed","closed","closed",0,1
"Calliandra virgata Benth.",0.06,0.94,"open","open","open",1,0
"Solanum megalonyx Sendtn.",0.51,0.49,"closed","open","closed",1,1
"Polypogon fugax Nees ex Steud.",0.87,0.13,"closed","closed","closed",0,1
"Mesosetum chaseae Luces",0.39,0.61,"open","open","open",1,1
"Muhlenbergia grandis Vasey",0.91,0.09,"closed","closed","closed",0,1
"Miconia platypoda Gleason",1,0,"closed","closed","closed",0,1
"Salvia cedrosensis Greene",0,1,"open","open","open",1,0
"Gesneria humilis L.",1,0,"closed","closed","closed",0,1
"Dissochaeta annulata Hook.fil. ex Triana",0.92,0.07,"closed","closed","closed",0,1
"Parapiptadenia zehntneri (Harms) M.P.Lima & H.C.Lima",0.09,0.91,"open","open","open",1,0
"Primula blattariformis Franch.",0.86,0.14,"closed","closed","closed",0,1
"Zygia dissitiflora Barneby & J.W.Grimes",1,0,"closed","closed","closed",0,1
"Podistera macounii (J.M.Coult. & Rose) Mathias & Constance",0.13,0.87,"open","open","open",1,0
"Puccinellia glaucescens (Phil.) Parodi",0.06,0.94,"open","open","open",1,0
"Miconia marginata Triana",0.94,0.06,"closed","closed","closed",0,1
"Carex ursina Dewey",0.02,0.98,"open","open","open",1,0
"Quercus sinuata Walter",0.79,0.21,"closed","closed","closed",0,1
"Nicotiana wigandioides C.Koch & Fintelm.",0.8,0.2,"closed","closed","closed",0,1
"Amphilophium parkeri (DC.) L.G.Lohmann",0.89,0.11,"closed","closed","closed",0,1
"Inga bourgoni (Aubl.) DC.",0.93,0.07,"closed","closed","closed",0,1
"Muhlenbergia repens (J.Presl) Hitchc.",0.45,0.55,"open","open","closed",1,1
"Panicum deustum Thunb.",0.48,0.52,"open","open","closed",1,1
"Miconia regelii Cogn.",0.94,0.06,"closed","closed","closed",0,1
"Astrocaryum farinosum Barb.Rodr.",1,0,"closed","closed","closed",0,1
"Pachycentria constricta (Blume) Blume",1,0,"closed","closed","closed",0,1
"Parkia platycephala Benth.",0.41,0.59,"open","open","closed",1,1
"Hordeum brevisubulatum (Trin.) Link",0.39,0.61,"open","open","open",1,1
"Parajubaea sunkha M.Moraes",1,0,"closed","closed","closed",0,1
"Ruellia affinis (Schrad.) Lindau",0.82,0.18,"closed","closed","closed",0,1
"Ruellia speciosa B.D.Jacks.",1,0,"closed","closed","closed",0,1
"Stipa gigantea Link",0.05,0.95,"open","open","open",1,0
"Vincetoxicum nigrum (L.) Moench",0.15,0.85,"open","open","open",1,0
"Linaria supina (L.) Chaz.",0.34,0.66,"open","open","open",1,1
"Linaria supina subsp. maritima (DC.) M.Laínz",1,0,"closed","closed","closed",0,1
"Asterolinon linum-stellatum (L.) Duby",0.08,0.92,"open","open","open",1,0
"Carex lucennoiberica Maguilla & M.Escudero",0.3,0.7,"open","open","open",1,1
"Lepidium alluaudii Maire",0,1,"open","open","open",1,0
"Lepidium cardamines L.",0,1,"open","open","open",1,0
"Bupleurum fruticescens Loefl. ex L.",0.09,0.91,"open","open","open",1,0
"Torilis leptophylla (L.) Rchb.fil.",0.16,0.84,"open","open","open",1,0
"Linaria amethystea (Vent.) Hoffmanns. & Link",0.06,0.94,"open","open","open",1,0
"Linaria amethystea subsp. broussonetii (Poir.) Malato-Beliz",0,1,"open","open","open",1,0
"Arabis stenocarpa Boiss. & Reut.",0.12,0.88,"open","open","open",1,0
"Carex macrostyla Lapeyr.",0.96,0.04,"closed","closed","closed",0,1
"Carex durieui Steud. ex Kunze",1,0,"closed","closed","closed",0,1
"Erysimum duriaei Boiss.",0.95,0.05,"closed","closed","closed",0,1
"Erysimum grandiflorum Desf.",0.38,0.62,"open","open","open",1,1
"Erysimum mediohispanicum Polatschek",0.14,0.86,"open","open","open",1,0
"Arabis scabra All.",0.51,0.49,"closed","open","closed",1,1
"Hormathophylla purpurea (Lag. & Rodr.) P.Küpfer",0,1,"open","open","open",1,0
"Physospermum cornubiense (L.) DC.",0.46,0.54,"open","open","closed",1,1
"Arabis planisiliqua (Pers.) Rchb.",0.31,0.69,"open","open","open",1,1
"Linaria nivea Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria amoi Campo ex Amo",0,1,"open","open","open",1,0
"Lupinus micranthus Guss.",0.05,0.95,"open","open","open",1,0
"Allium moly L.",0.25,0.75,"open","open","open",1,0
"Draba dedeana Boiss. & Reut.",0.45,0.55,"open","open","closed",1,1
"Barbarea intermedia Boreau",0.57,0.43,"closed","open","closed",1,1
"Stipa calamagrostis (L.) Wahlenb.",0.41,0.59,"open","open","closed",1,1
"Torilis elongata (Hoffm. & Link) Samp.",0.08,0.92,"open","open","open",1,0
"Lycium europaeum L.",0.02,0.98,"open","open","open",1,0
"Conopodium bourgaei Coss.",0.26,0.74,"open","open","open",1,1
"Carex brevicollis DC.",0.83,0.17,"closed","closed","closed",0,1
"Androsace pyrenaica Lam.",1,0,"closed","closed","closed",0,1
"Linaria platycalyx Boiss.",0,1,"open","open","open",1,0
"Antirrhinum australe Rothm.",0.1,0.9,"open","open","open",1,0
"Linaria spartea (L.) Chaz.",0.04,0.96,"open","open","open",1,0
"Linaria huteri Lange",0,1,"open","open","open",1,0
"Linaria repens (L.) Mill.",0.71,0.29,"closed","closed","closed",1,1
"Linaria simplex Desf.",0.16,0.84,"open","open","open",1,0
"Antirrhinum litigiosum Pau",0.02,0.98,"open","open","open",1,0
"Chaenorhinum rubrifolium (Robill. & Castagne ex DC.) Fourr.",0.04,0.96,"open","open","open",1,0
"Solanum herculeum Bohs",0,1,"open","open","open",1,0
"Dielsiochloa floribunda (Pilg.) Pilg.",0.06,0.94,"open","open","open",1,0
"Bupleurum acutifolium Boiss.",0,1,"open","open","open",1,0
"Viburnum tinus L.",0.15,0.85,"open","open","open",1,0
"Daucus aureus Desf.",0.03,0.97,"open","open","open",1,0
"Arabis verna (L.) R.Br.",0.03,0.97,"open","open","open",1,0
"Quercus faginea Lam.",0.14,0.86,"open","open","open",1,0
"Daucus durieua Lange",0.05,0.95,"open","open","open",1,0
"Linaria incarnata (Vent.) Spreng.",0,1,"open","open","open",1,0
"Seseli elatum L.",0.14,0.86,"open","open","open",1,0
"Seseli longifolium L.",0,1,"open","open","open",1,0
"Myrrhis odorata (L.) Scop.",0.96,0.04,"closed","closed","closed",0,1
"Linaria verticillata Boiss.",0,1,"open","open","open",1,0
"Linaria verticillata subsp. cuartanensis (Degen & Hervier) L.Sáez & M.B.Crespo",0,1,"open","open","open",1,0
"Linaria lilacina Lange",0,1,"open","open","open",1,0
"Linaria anticaria Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria almijarensis Campo & Amo",0,1,"open","open","open",1,0
"Linaria tursica Valdés & Cabezudo",0,1,"open","open","open",1,0
"Pastinaca lucida L.",0,1,"open","open","open",1,0
"Ammoides pusilla (Brot.) Breistr.",0.06,0.94,"open","open","open",1,0
"Carex caudata (Kük.) Pereda & Laínz",1,0,"closed","closed","closed",0,1
"Centropogon featherstonei Gleason",1,0,"closed","closed","closed",0,1
"Laserpitium siler L.",0.72,0.28,"closed","closed","closed",1,1
"Hormathophylla longicaulis (Boiss.) Cullen & T.R.Dudley",0,1,"open","open","open",1,0
"Hormathophylla spinosa (L.) P.Küpfer",0.07,0.93,"open","open","open",1,0
"Linaria hirta (L.) Moench",0,1,"open","open","open",1,0
"Alyssum granatense Boiss. & Reut.",0.02,0.98,"open","open","open",1,0
"Anarrhinum laxiflorum Boiss.",0.06,0.94,"open","open","open",1,0
"Carex helodes Link",0.12,0.88,"open","open","open",1,0
"Lycianthes tricolor (Moc. & Sessé ex Dunal) Bitter",1,0,"closed","closed","closed",0,1
"Lupinus luteus L.",0.2,0.8,"open","open","open",1,0
"Quercus pyrenaica Willd.",0.3,0.7,"open","open","open",1,1
"Pimpinella siifolia Leresche",1,0,"closed","closed","closed",0,1
"Festuca rothmaleri (Litard.) Markgr.-Dann.",0.32,0.68,"open","open","open",1,1
"Arabis juressi Rothm.",0.6,0.4,"closed","closed","closed",1,1
"Carex pyrenaica Wahlenb.",1,0,"closed","closed","closed",0,1
"Tabernaemontana retusa (Lam.) Pichon",1,0,"closed","closed","closed",0,1
"Salvia aethiopis L.",0.41,0.59,"open","open","closed",1,1
"Festuca gautieri (Hack.) K.Richt.",0.32,0.68,"open","open","open",1,1
"Carex asturica Boiss.",0.56,0.44,"closed","open","closed",1,1
"Ernodea littoralis Sw.",0.64,0.36,"closed","closed","closed",1,1
"Chaenorhinum reyesii (C.Vicioso & Pau) Benedí",0,1,"open","open","open",1,0
"Festuca indigesta Boiss.",0.47,0.53,"open","open","closed",1,1
"Agrostis durieui Willk.",0.61,0.39,"closed","closed","closed",1,1
"Stipa juncea L.",0,1,"open","open","open",1,0
"Festuca rivularis Boiss.",0.49,0.51,"open","open","closed",1,1
"Carex rorulenta Porta",0,1,"open","open","open",1,0
"Stipa capensis Thunb.",0.02,0.98,"open","open","open",1,0
"Erysimum myriophyllum Lange",0,1,"open","open","open",1,0
"Allium scorzonerifolium Desf. ex DC.",0.36,0.64,"open","open","open",1,1
"Antirrhinum meonanthum Hoffmanns. & Link",0.36,0.64,"open","open","open",1,1
"Antirrhinum subbaeticum Güemes, Mateu & Sánchez-Gómez",0,1,"open","open","open",1,0
"Seseli tortuosum L.",0.15,0.85,"open","open","open",1,0
"Inga alata Benoist",1,0,"closed","closed","closed",0,1
"Antinoria agrostidea (DC.) Parl.",0.25,0.75,"open","open","open",1,0
"Linaria oligantha Lange",0,1,"open","open","open",1,0
"Selinum pyrenaeum (L.) Gouan",0.66,0.34,"closed","closed","closed",1,1
"Solanum linnaeanum Hepper & P.-M.L.Jaeger",0.05,0.95,"open","open","open",1,0
"Bupleurum angulosum L.",0.96,0.04,"closed","closed","closed",0,1
"Stoibrax dichotomum (L.) Raf.",0.03,0.97,"open","open","open",1,0
"Linaria nigricans Lange",0,1,"open","open","open",1,0
"Allium massaessylum Batt. & Trab.",0.07,0.93,"open","open","open",1,0
"Quercus lusitanica Lam.",0.09,0.91,"open","open","open",1,0
"Allium ericetorum Thore",0.85,0.15,"closed","closed","closed",0,1
"Chaenorhinum crassifolium (Cav.) Kostel.",0.1,0.9,"open","open","open",1,0
"Lepidium subulatum L.",0.03,0.97,"open","open","open",1,0
"Castellia tuberculosa (Moris) Bor",0,1,"open","open","open",1,0
"Alyssum cuneifolium Ten.",0.76,0.24,"closed","closed","closed",0,1
"Cortaderia pilosa (d'Urv.) Hack.",1,0,"closed","closed","closed",0,1
"Stipa parviflora Desf.",0.02,0.98,"open","open","open",1,0
"Cymbalaria aequitriloba (Viv.) A.Chev.",0.05,0.95,"open","open","open",1,0
"Stipa iberica Martinovský",0.11,0.89,"open","open","open",1,0
"Hormathophylla reverchonii (Degen & Hervier) Cullen & T.R.Dudley",0,1,"open","open","open",1,0
"Festuca ampla Hack.",0.01,0.99,"open","open","open",1,0
"Festuca durandoi Clauson",0.05,0.95,"open","open","open",1,0
"Linaria viscosa (L.) Dum.Cours.",0,1,"open","open","open",1,0
"Stipa frigida Phil.",0,1,"open","open","open",1,0
"Croton nobilis Baill.",1,0,"closed","closed","closed",0,1
"Galvezia fruticosa J.F.Gmel.",0.12,0.88,"open","open","open",1,0
"Lygeum spartum Loefl. ex L.",0,1,"open","open","open",1,0
"Linaria oblongifolia subsp. haenseleri (Boiss. & Reut.) Valdés",0,1,"open","open","open",1,0
"Linaria oblongifolia (Boiss.) Boiss. & Reut.",0,1,"open","open","open",1,0
"Linaria benitoi Fern.Casas",0,1,"open","open","open",1,0
"Allium moschatum L.",0.22,0.78,"open","open","open",1,0
"Stipa tenacissima L.",0,1,"open","open","open",1,0
"Linaria polygalifolia Hoffmanns. & Link",1,0,"closed","closed","closed",0,1
"Linaria polygalifolia subsp. aguillonensis (García Mart.) Castrov. & Lago",1,0,"closed","closed","closed",0,1
"Linaria polygalifolia subsp. lamarckii (Rouy) D.A.Sutton",0,1,"open","open","open",1,0
"Rostraria pumila (Lam.) Tzvelev",0.02,0.98,"open","open","open",1,0
"Lolium canariense Steud.",0.07,0.93,"open","open","open",1,0
"Arcytophyllum capitatum (Benth.) K.Schum.",0.8,0.2,"closed","closed","closed",0,1
"Lupinus uncialis S.Watson",0,1,"open","open","open",1,0
"Wangenheimia lima (L.) Trin.",0,1,"open","open","open",1,0
"Antirrhinum graniticum Rothm.",0.02,0.98,"open","open","open",1,0
"Avena sterilis L.",0.25,0.75,"open","open","open",1,0
"Antirrhinum mollissimum (Pau) Rothm.",0,1,"open","open","open",1,0
"Distichlis scoparia (Kunth) Arechav.",0.01,0.99,"open","open","open",1,0
"Poa andina Trin.",0.83,0.17,"closed","closed","closed",0,1
"Trisetum hispidum Lange",0.3,0.7,"open","open","open",1,1
"Elymus elongatus (Host) Runemark",0.22,0.78,"open","open","open",1,0
"Carex furva Webb",0.23,0.77,"open","open","open",1,0
"Periballia involucrata (Cav.) Janka",0.16,0.84,"open","open","open",1,0
"Quercus rotundifolia Lam.",0.2,0.8,"open","open","open",1,0
"Micropyrum patens (Brot.) Rothm. ex Pilg.",0,1,"open","open","open",1,0
"Carex camposii Boiss. & Reut.",0,1,"open","open","open",1,0
"Aegilops ventricosa Tausch",0.09,0.91,"open","open","open",1,0
"Agrostis idahoensis Nash",0.86,0.14,"closed","closed","closed",0,1
"Trisetaria panicea (Lam.) Paunero",0.07,0.93,"open","open","open",1,0
"Sesleria argentea (Savi) Savi",0.31,0.69,"open","open","open",1,1
"Draba hispanica Boiss.",0.13,0.87,"open","open","open",1,0
"Helictotrichon cantabricum (Lag.) Gervais",0.72,0.28,"closed","closed","closed",1,1
"Carex garberi Fernald",0.73,0.27,"closed","closed","closed",1,1
"Helictotrichon filifolium (Lag.) Henrard",0.09,0.91,"open","open","open",1,0
"Solanum hyporhodium A.Braun & Bouché",0.25,0.75,"open","open","open",1,0
"Poa robusta Steud.",1,0,"closed","closed","closed",0,1
"Petunia axillaris (Lam.) Britton",0.13,0.87,"open","open","open",1,0
"Lupinus hispanicus Boiss. & Reut.",0.03,0.97,"open","open","open",1,0
"Stipa lagascae Roem. & Schult.",0.02,0.98,"open","open","open",1,0
"Daucus crinitus Desf.",0.05,0.95,"open","open","open",1,0
"Anthochloa lepidula Nees & Meyen",0.12,0.88,"open","open","open",1,0
"Solanum maglia Schltdl.",0.15,0.85,"open","open","open",1,0
"Croton chilensis Müll.Arg.",0,1,"open","open","open",1,0
"Festuca hystrix Boiss.",0.24,0.76,"open","open","open",1,0
"Arabis procurrens Waldst. & Kit.",0.95,0.05,"closed","closed","closed",0,1
"Dunalia spinosa (Meyen) Dammer",0.25,0.75,"open","open","open",1,0
"Narduroides salzmannii (Boiss.) Rouy",0.05,0.95,"open","open","open",1,0
"Bupleurum balansae Boiss. & Reut.",0.29,0.71,"open","open","open",1,1
"Agrostis tenerrima Trin.",0.07,0.93,"open","open","open",1,0
"Linaria gattefossei Maire & Weiller",0,1,"open","open","open",1,0
"Linaria multicaulis subsp. heterophylla (Desf.) D.A.Sutton",0.32,0.68,"open","open","open",1,1
"Linaria multicaulis (L.) Mill.",0,1,"open","open","open",1,0
"Carex foetida All.",1,0,"closed","closed","closed",0,1
"Festuca thurberi Vasey",0.78,0.22,"closed","closed","closed",0,1
"Amphiblemma cymosum (Schrad. & J.C.Wendl.) Naudin",0.87,0.13,"closed","closed","closed",0,1
"Allium commutatum Guss.",0,1,"open","open","open",1,0
"Perianthomega vellozoi Bureau",0.68,0.32,"closed","closed","closed",1,1
"Linaria glacialis Boiss.",0,1,"open","open","open",1,0
"Stipagrostis ciliata (Desf.) De Winter",0,1,"open","open","open",1,0
"Brachypodium arbuscula Gay ex Knoche",0,1,"open","open","open",1,0
"Eremopyrum distans (K.Koch) Nevski",0.21,0.79,"open","open","open",1,0
"Linaria arvensis (L.) Desf.",0.35,0.65,"open","open","open",1,1
"Ruellia pearcei Rusby",1,0,"closed","closed","closed",0,1
"Festuca circummediterranea Patzke",0.16,0.84,"open","open","open",1,0
"Elymus hispidus (Opiz) Melderis",0.47,0.53,"open","open","closed",1,1
"Thinopyrum intermedium subsp. intermedium",0.47,0.53,"open","open","closed",1,1
"Bromus pseudodanthoniae Drobow",0.67,0.33,"closed","closed","closed",1,1
"Bromus danthoniae Trin.",0.15,0.85,"open","open","open",1,0
"Allium triquetrum L.",0.23,0.77,"open","open","open",1,0
"Holcus gayanus Boiss.",0.52,0.48,"closed","open","closed",1,1
"Ramonda myconi (L.) Rchb.",0.52,0.48,"closed","open","closed",1,1
"Croton beetlei Croizat",0.68,0.32,"closed","closed","closed",1,1
"Bupleurum gibraltaricum Lam.",0.03,0.98,"open","open","open",1,0
"Linaria cavanillesii Chav.",0,1,"open","open","open",1,0
"Clypeola cyclodontea Delile",0.12,0.88,"open","open","open",1,0
"Carex depressa Link",0.32,0.68,"open","open","open",1,1
"Inga steinbachii Harms",1,0,"closed","closed","closed",0,1
"Lycianthes geminiflora Bitter",1,0,"closed","closed","closed",0,1
"Ferula loscosii (Lange) Willk.",0,1,"open","open","open",1,0
"Linaria saturejoides Boiss.",0,1,"open","open","open",1,0
"Antirrhinum controversum Pau",0,1,"open","open","open",1,0
"Salvia haenkei Benth.",0.74,0.26,"closed","closed","closed",1,1
"Magydaris panacifolia (Vahl) Lange",0.06,0.94,"open","open","open",1,0
"Linaria latifolia Desf.",0.08,0.92,"open","open","open",1,0
"Androsace cantabrica (Losa & P.Monts.) Kress",1,0,"closed","closed","closed",0,1
"Androsace puberula Jord. & Fourr.",1,0,"closed","closed","closed",0,1
"Androsace brigantiaca Jord. & Fourr.",1,0,"closed","closed","closed",0,1
"Androsace adfinis Biroli",1,0,"closed","closed","closed",0,1
"Antirrhinum pulverulentum Lázaro Ibiza",0,1,"open","open","open",1,0
"Castilla elastica Sessé",1,0,"closed","closed","closed",0,1
"Chaenorhinum grandiflorum (Coss.) Willk.",0,1,"open","open","open",1,0
"Carex hordeistichos Vill.",0.49,0.51,"open","open","closed",1,1
"Chaenorhinum macropodum (Boiss. & Reut.) Lange",0,1,"open","open","open",1,0
"Antirrhinum hispanicum Chav.",0,1,"open","open","open",1,0
"Misopates microcarpum (Pomel) D.A.Sutton",0.04,0.96,"open","open","open",1,0
"Chamaerops humilis L.",0.02,0.98,"open","open","open",1,0
"Allium siculum Ucria",0,1,"open","open","open",1,0
